timestamp,solver,seed,rep,run_seed,coord_sigma,real_sigma,epoch,t,Qsum,n_backlog,n_pushed,J_coord,solver_time_sec,fairness_ep
20260203_160317,GREEDY_CENTRALIZED,1,1,10001,200.0,200.0,1,0,0,1,1,0.0,2.2172927856445312e-5,0.0
20260203_160317,GREEDY_CENTRALIZED,1,1,10001,200.0,200.0,2,4,0,1,1,1.0,9.5367431640625e-7,0.0
20260203_160317,GREEDY_CENTRALIZED,1,1,10001,200.0,200.0,3,8,0,2,2,5.0,9.5367431640625e-7,540.0
20260203_160317,GREEDY_CENTRALIZED,1,1,10001,200.0,200.0,4,12,0,3,3,7.0,9.5367431640625e-7,695.0
20260203_160317,GREEDY_CENTRALIZED,1,1,10001,200.0,200.0,5,16,0,1,1,0.0,2.86102294921875e-6,0.0
20260203_160317,GREEDY_CENTRALIZED,1,1,10001,200.0,200.0,6,20,0,7,2,26.0,5.1021575927734375e-5,1333.3333333333333
20260203_160317,GREEDY_CENTRALIZED,2,1,20001,200.0,200.0,1,0,0,1,1,0.0,1.9073486328125e-6,0.0
20260203_160317,GREEDY_CENTRALIZED,2,1,20001,200.0,200.0,2,4,0,1,1,1.0,0.0,0.0
20260203_160317,GREEDY_CENTRALIZED,2,1,20001,200.0,200.0,3,8,0,2,2,5.0,9.5367431640625e-7,540.0
20260203_160317,GREEDY_CENTRALIZED,2,1,20001,200.0,200.0,4,12,0,3,3,7.0,4.0531158447265625e-6,695.0
20260203_160317,GREEDY_CENTRALIZED,2,1,20001,200.0,200.0,5,16,0,1,1,0.0,9.5367431640625e-7,0.0
20260203_160317,GREEDY_CENTRALIZED,2,1,20001,200.0,200.0,6,20,0,7,2,26.0,5.507469177246094e-5,1333.3333333333333
20260203_160317,AGG_ORACLE_FCFS,1,1,10001,200.0,200.0,1,0,0,1,1,0.0,1.6927719116210938e-5,0.0
20260203_160317,AGG_ORACLE_FCFS,1,1,10001,200.0,200.0,2,4,0,1,1,1.0,9.5367431640625e-7,0.0
20260203_160317,AGG_ORACLE_FCFS,1,1,10001,200.0,200.0,3,8,0,2,2,5.0,9.5367431640625e-7,540.0
20260203_160317,AGG_ORACLE_FCFS,1,1,10001,200.0,200.0,4,12,0,3,3,7.0,9.059906005859375e-6,695.0
20260203_160317,AGG_ORACLE_FCFS,1,1,10001,200.0,200.0,5,16,0,1,1,0.0,0.0,0.0
20260203_160317,AGG_ORACLE_FCFS,1,1,10001,200.0,200.0,6,20,0,7,2,26.0,5.1975250244140625e-5,1333.3333333333333
20260203_160317,AGG_ORACLE_FCFS,2,1,20001,200.0,200.0,1,0,0,1,1,0.0,3.0994415283203125e-6,0.0
20260203_160317,AGG_ORACLE_FCFS,2,1,20001,200.0,200.0,2,4,0,1,1,1.0,9.5367431640625e-7,0.0
20260203_160317,AGG_ORACLE_FCFS,2,1,20001,200.0,200.0,3,8,0,2,2,5.0,9.5367431640625e-7,540.0
20260203_160317,AGG_ORACLE_FCFS,2,1,20001,200.0,200.0,4,12,0,3,3,7.0,3.814697265625e-6,695.0
20260203_160317,AGG_ORACLE_FCFS,2,1,20001,200.0,200.0,5,16,0,1,1,0.0,9.5367431640625e-7,0.0
20260203_160317,AGG_ORACLE_FCFS,2,1,20001,200.0,200.0,6,20,0,7,2,26.0,5.3882598876953125e-5,1333.3333333333333
20260203_160317,CE_NAIVE,1,1,10001,200.0,200.0,1,0,0,1,1,0.0,0.21915197372436523,0.0
20260203_160317,CE_NAIVE,1,1,10001,200.0,200.0,2,4,0,1,1,1.0,0.09445905685424805,0.0
20260203_160317,CE_NAIVE,1,1,10001,200.0,200.0,3,8,0,2,2,5.0,0.12304806709289551,540.0
20260203_160317,CE_NAIVE,1,1,10001,200.0,200.0,4,12,0,3,3,7.0,0.21910810470581055,695.0
20260203_160317,CE_NAIVE,1,1,10001,200.0,200.0,5,16,0,1,1,0.0,0.09921598434448242,0.0
20260203_160317,CE_NAIVE,1,1,10001,200.0,200.0,6,20,0,7,4,30.0,3.970262050628662,1653.3333333333333
20260203_160317,CE_NAIVE,2,1,20001,200.0,200.0,1,0,0,1,1,0.0,0.09619593620300293,0.0
20260203_160317,CE_NAIVE,2,1,20001,200.0,200.0,2,4,0,1,1,1.0,0.09277510643005371,0.0
20260203_160317,CE_NAIVE,2,1,20001,200.0,200.0,3,8,0,2,2,5.0,0.11029291152954102,540.0
20260203_160317,CE_NAIVE,2,1,20001,200.0,200.0,4,12,0,3,3,7.0,0.2180008888244629,695.0
20260203_160317,CE_NAIVE,2,1,20001,200.0,200.0,5,16,0,1,1,0.0,0.0920109748840332,0.0
20260203_160317,CE_NAIVE,2,1,20001,200.0,200.0,6,20,0,7,4,30.0,3.5238399505615234,1653.3333333333333
20260203_160317,CE_FULL,1,1,10001,200.0,200.0,1,0,0,1,1,0.0,0.22342514991760254,0.0
20260203_160317,CE_FULL,1,1,10001,200.0,200.0,2,4,0,1,1,1.0,0.15222597122192383,0.0
20260203_160317,CE_FULL,1,1,10001,200.0,200.0,3,8,0,2,2,5.0,0.24646687507629395,540.0
20260203_160317,CE_FULL,1,1,10001,200.0,200.0,4,12,0,3,3,7.0,0.3612329959869385,695.0
20260203_160317,CE_FULL,1,1,10001,200.0,200.0,5,16,0,1,1,0.0,0.09627699851989746,0.0
20260203_160317,CE_FULL,1,1,10001,200.0,200.0,6,20,0,7,4,30.0,20.605504989624023,1653.3333333333333
20260203_160317,CE_FULL,2,1,20001,200.0,200.0,1,0,0,1,1,0.0,0.09758806228637695,0.0
20260203_160317,CE_FULL,2,1,20001,200.0,200.0,2,4,0,1,1,1.0,0.09581494331359863,0.0
20260203_160317,CE_FULL,2,1,20001,200.0,200.0,3,8,0,2,2,5.0,0.11493802070617676,540.0
20260203_160317,CE_FULL,2,1,20001,200.0,200.0,4,12,0,3,3,7.0,0.20981502532958984,695.0
20260203_160317,CE_FULL,2,1,20001,200.0,200.0,5,16,0,1,1,0.0,0.09285092353820801,0.0
20260203_160317,CE_FULL,2,1,20001,200.0,200.0,6,20,0,7,4,30.0,4.406008005142212,1653.3333333333333
20260203_160317,RRCE_PNE,1,1,10001,200.0,200.0,1,0,0,1,1,0.0,0.4520690441131592,0.0
20260203_160317,RRCE_PNE,1,1,10001,200.0,200.0,2,4,0,1,1,1.0,0.19899487495422363,0.0
20260203_160317,RRCE_PNE,1,1,10001,200.0,200.0,3,8,0,2,2,5.0,0.21285295486450195,540.0
20260203_160317,RRCE_PNE,1,1,10001,200.0,200.0,4,12,0,3,3,7.0,0.21763205528259277,695.0
20260203_160317,RRCE_PNE,1,1,10001,200.0,200.0,5,16,0,1,1,0.0,0.10394501686096191,0.0
20260203_160317,RRCE_PNE,1,1,10001,200.0,200.0,6,20,0,7,4,30.0,0.24895596504211426,1653.3333333333333
20260203_160317,RRCE_PNE,2,1,20001,200.0,200.0,1,0,0,1,1,0.0,0.10736799240112305,0.0
20260203_160317,RRCE_PNE,2,1,20001,200.0,200.0,2,4,0,1,1,1.0,0.10428094863891602,0.0
20260203_160317,RRCE_PNE,2,1,20001,200.0,200.0,3,8,0,2,2,5.0,0.10853099822998047,540.0
20260203_160317,RRCE_PNE,2,1,20001,200.0,200.0,4,12,0,3,3,7.0,0.10890388488769531,695.0
20260203_160317,RRCE_PNE,2,1,20001,200.0,200.0,5,16,0,1,1,0.0,0.1045069694519043,0.0
20260203_160317,RRCE_PNE,2,1,20001,200.0,200.0,6,20,0,7,4,30.0,0.12592196464538574,1653.3333333333333
